session,acquisition,status
125564x20201105x3T,Localizer_aligned,deleted
125564x20201105x3T,PhoenixZIPReport,deleted
125564x20201105x3T,AAHead_Scout_MPR_tra,deleted
125564x20201105x3T,AAHead_Scout_MPR_cor,deleted
125564x20201105x3T,AAHead_Scout_MPR_sag,deleted
125564x20201105x3T,AAHead_Scout,deleted
107486x20200929x3T,MultiShell_117dir,deleted
125564x20201105x3T,FLAIR_3D_1x1x1_ND,deleted
107486x20200929x3T,MultiShell_117dir,deleted
107486x20200929x3T,B0map,deleted
107486x20200929x3T,B0map,deleted
107486x20200929x3T,rfMRI_REST_PA,deleted
107486x20200929x3T,rfMRI_REST_AP,deleted
107486x20200929x3T,SpinEchoFieldMap_PA,deleted
125564x20201105x3T,T1_3D_0.8x0.8x0.8_ND,deleted
125564x20201105x3T,FLAIR_3D_1x1x1,deleted
107486x20200929x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
125564x20201105x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
125564x20201105x3T,B0map,deleted
125564x20201105x3T,B0map,deleted
125564x20201105x3T,rfMRI_REST_PA,deleted
125564x20201105x3T,rfMRI_REST_AP,deleted
125564x20201105x3T,SpinEchoFieldMap_PA,deleted
125564x20201105x3T,SpinEchoFieldMap_AP,deleted
125564x20201105x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
125564x20201105x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
125564x20201105x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
125564x20201105x3T,TOF_3D_multi-slab_MIP_SAG,deleted
125564x20201105x3T,TOF_3D_multi-slab_MIP_COR,deleted
125564x20201105x3T,TOF_3D_multi-slab_MIP_TRA,deleted
125564x20201105x3T,TOF_3D_multi-slab,deleted
125564x20201105x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
107486x20200929x3T,SpinEchoFieldMap_AP,deleted
107486x20200929x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
126022x20210112x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
124509x20200813x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
124509x20200813x3T,B0map,deleted
124509x20200813x3T,rfMRI_REST_PA,deleted
124509x20200813x3T,rfMRI_REST_AP,deleted
124509x20200813x3T,SpinEchoFieldMap_PA,deleted
124509x20200813x3T,SpinEchoFieldMap_AP,deleted
124509x20200813x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
124509x20200813x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
124509x20200813x3T,MultiShell_117dir,deleted
124509x20200813x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
124509x20200813x3T,FLAIR_3D_1x1x1,deleted
124509x20200813x3T,FLAIR_3D_1x1x1_ND,deleted
124509x20200813x3T,T1_3D_0.8x0.8x0.8_ND,deleted
124509x20200813x3T,TOF_3D_multi-slab_MIP_SAG,deleted
124509x20200813x3T,TOF_3D_multi-slab_MIP_COR,deleted
124509x20200813x3T,B0map,deleted
107486x20200929x3T,Localizer,deleted
107486x20200929x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
107486x20200929x3T,FLAIR_3D_1x1x1,deleted
107486x20200929x3T,TOF_3D_multi-slab_MIP_SAG,deleted
107486x20200929x3T,TOF_3D_multi-slab_MIP_COR,deleted
107486x20200929x3T,TOF_3D_multi-slab_MIP_TRA,deleted
107486x20200929x3T,TOF_3D_multi-slab,deleted
107486x20200929x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
107486x20200929x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
107486x20200929x3T,FLAIR_3D_1x1x1_ND,deleted
107486x20200929x3T,AAHead_Scout,deleted
107486x20200929x3T,T1_3D_0.8x0.8x0.8_ND,deleted
107486x20200929x3T,PhoenixZIPReport,deleted
107486x20200929x3T,Localizer_aligned,deleted
107486x20200929x3T,AAHead_Scout_MPR_tra,deleted
107486x20200929x3T,AAHead_Scout_MPR_cor,deleted
107486x20200929x3T,AAHead_Scout_MPR_sag,deleted
125564x20201105x3T,MultiShell_117dir,deleted
123831x20201201x3T,Localizer,deleted
123831x20201201x3T,AAHead_Scout,deleted
123575x20201015x3T,SpinEchoFieldMap_AP,deleted
123575x20201015x3T,MultiShell_117dir,deleted
123575x20201015x3T,B0map,deleted
123575x20201015x3T,B0map,deleted
123575x20201015x3T,rfMRI_REST_PA,deleted
123575x20201015x3T,rfMRI_REST_AP,deleted
123575x20201015x3T,SpinEchoFieldMap_PA,deleted
123575x20201015x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
123575x20201015x3T,Mag_Images,deleted
123575x20201015x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
123575x20201015x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
123575x20201015x3T,TOF_3D_multi-slab_MIP_SAG,deleted
123575x20201015x3T,TOF_3D_multi-slab_MIP_COR,deleted
123575x20201015x3T,TOF_3D_multi-slab_MIP_TRA,deleted
123575x20201015x3T,TOF_3D_multi-slab,deleted
123575x20201015x3T,mIP_Images(SW),deleted
123575x20201015x3T,Pha_Images,deleted
123831x20201201x3T,AAHead_Scout_MPR_sag,deleted
126022x20210112x3T,AAHead_Scout_MPR_tra,deleted
126022x20210112x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
126022x20210112x3T,FLAIR_3D_1x1x1,deleted
126022x20210112x3T,FLAIR_3D_1x1x1_ND,deleted
126022x20210112x3T,T1_3D_0.8x0.8x0.8_ND,deleted
126022x20210112x3T,Localizer_aligned,deleted
126022x20210112x3T,PhoenixZIPReport,deleted
126022x20210112x3T,AAHead_Scout_MPR_cor,deleted
123575x20201015x3T,SWI_Images,deleted
126022x20210112x3T,AAHead_Scout_MPR_sag,deleted
126022x20210112x3T,AAHead_Scout,deleted
126022x20210112x3T,Localizer,deleted
123575x20201015x3T,SWI_Images_ND,deleted
123575x20201015x3T,Pha_Images_ND,deleted
123575x20201015x3T,Mag_Images_ND,deleted
123575x20201015x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
123575x20201015x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
123575x20201015x3T,FLAIR_3D_1x1x1,deleted
123831x20201201x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
123831x20201201x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
123831x20201201x3T,TOF_3D_multi-slab_MIP_SAG,deleted
123831x20201201x3T,TOF_3D_multi-slab_MIP_COR,deleted
123831x20201201x3T,TOF_3D_multi-slab_MIP_TRA,deleted
123831x20201201x3T,TOF_3D_multi-slab,deleted
123831x20201201x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
123831x20201201x3T,FLAIR_3D_1x1x1,deleted
123575x20201015x3T,FLAIR_3D_1x1x1_ND,deleted
123831x20201201x3T,FLAIR_3D_1x1x1_ND,deleted
123831x20201201x3T,T1_3D_0.8x0.8x0.8_ND,deleted
123831x20201201x3T,Localizer_aligned,deleted
123831x20201201x3T,PhoenixZIPReport,deleted
123831x20201201x3T,AAHead_Scout_MPR_tra,deleted
123831x20201201x3T,AAHead_Scout_MPR_cor,deleted
123831x20201201x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
123831x20201201x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
123831x20201201x3T,SpinEchoFieldMap_AP,deleted
123831x20201201x3T,SpinEchoFieldMap_PA,deleted
123831x20201201x3T,rfMRI_REST_AP,deleted
123831x20201201x3T,rfMRI_REST_PA,deleted
123831x20201201x3T,B0map,deleted
123831x20201201x3T,B0map,deleted
123831x20201201x3T,MultiShell_117dir,deleted
123575x20201015x3T,Localizer,deleted
123575x20201015x3T,AAHead_Scout,deleted
123575x20201015x3T,AAHead_Scout_MPR_sag,deleted
123575x20201015x3T,AAHead_Scout_MPR_cor,deleted
123575x20201015x3T,AAHead_Scout_MPR_tra,deleted
123575x20201015x3T,Localizer_aligned,deleted
123575x20201015x3T,PhoenixZIPReport,deleted
123575x20201015x3T,T1_3D_0.8x0.8x0.8_ND,deleted
20050209x1135,MoCoSeries,deleted
