session,acquisition,status
20151007x1556,b0map_v4,deleted
20160121x1259,t2_tse_obl_448_2mm,deleted
20160121x1259,MoCoSeries,deleted
20160121x1259,ep2d_se_pcasl_PHC_1500ms,deleted
20160121x1259,b0map_v4,deleted
20160907x1425,DTI_34dir,deleted
20160907x1425,DTI_34dir,deleted
20160907x1425,ep2d_se_pcasl_PHC_1500ms,deleted
20160907x1425,DTI_34dir,deleted
20160907x1425,localizer,deleted
20160907x1425,t2_tse_obl_448_2mm,deleted
20160907x1425,MoCoSeries,deleted
20160907x1425,t2_tse_tra8CHANNEL,deleted
20170810x1221,3D PASL,deleted
20170810x1221,Localizer,deleted
20170810x1221,long rsfMRI P-A,deleted
20170810x1221,AX FLAIR 3mm,deleted
20170810x1221,Perfusion_Weighted,deleted
20151007x1556,t2_tse_tra8CHANNEL,deleted
20151007x1556,DTI_34dir,deleted
20151007x1556,t2_tse_obl_448_2mm,deleted
20140226x1627,t2_tse_tra8CHANNEL,deleted
20111220x1256,MoCoSeries,deleted
20111220x1256,localizer,deleted
20111220x1256,DTI_34dir,deleted
20111220x1256,Resting_bold_124,deleted
20111220x1256,DTI_34dir,deleted
20130612x1523,t2_tse_obl_448_2mm,deleted
20130612x1523,DTI_34dir,deleted
20130612x1523,DTI_34dir,deleted
20130612x1523,localizer,deleted
20130612x1523,t2_tse_tra8CHANNEL,deleted
20130612x1523,MoCoSeries,deleted
20130612x1523,DTI_34dir,deleted
20130612x1523,ep2d_se_pcasl_PHC_1500ms,deleted
20140226x1627,DTI_34dir,deleted
20140226x1627,localizer,deleted
20151007x1556,DTI_34dir,deleted
20140226x1627,t2_tse_obl_448_2mm,deleted
20140226x1627,DTI_34dir,deleted
20140226x1627,localizer,deleted
20131108x1000,DTI_34dir,deleted
20131108x1000,t2_tse_tra8CHANNEL,deleted
20131108x1000,localizer,deleted
20131108x1000,DTI_34dir,deleted
20131108x1000,Resting_bold_124,deleted
20131108x1000,t2_tse_obl_448_2mm,deleted
20131108x1000,DTI_34dir,deleted
20131108x1000,b0map_v4,deleted
20131108x1000,b0map_v4,deleted
20131108x1000,ep2d_se_pcasl_PHC_1500ms,deleted
20131108x1000,MoCoSeries,deleted
113066x02x20210427x3T,rfMRI_REST_AP,deleted
113066x02x20210427x3T,FLAIR_3D_1x1x1,deleted
113066x02x20210427x3T,SpinEchoFieldMap_AP,deleted
122005x20171213x3T,AAHead_Scout_MPR_cor,deleted
122216x20200205x3T,AAHead_Scout,deleted
122005x20171213x3T,mIP_Images(SW),deleted
122005x20171213x3T,rfMRI_REST_AP,deleted
122005x20171213x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
122005x20171213x3T,rfMRI_REST_PA,deleted
122005x20171213x3T,AAHead_Scout_MPR_tra,deleted
122005x20171213x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_ASL,deleted
122216x20200205x3T,Localizer_aligned,deleted
122005x20171213x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_MeanPerf,deleted
122005x20171213x3T,TOF_3D_multi-slab,deleted
122005x20171213x3T,Mag_Images_ND,deleted
122005x20171213x3T,AAHead_Scout,deleted
122005x20171213x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
122005x20171213x3T,FLAIR_3D_1x1x1_ND,deleted
122216x20200205x3T,Localizer,deleted
122216x20200205x3T,TOF_3D_multi-slab,deleted
122005x20171213x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
122216x20200205x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
122216x20200205x3T,AAHead_Scout_MPR_tra,deleted
122216x20200205x3T,AAHead_Scout_MPR_sag,deleted
122216x20200205x3T,FLAIR_3D_1x1x1,deleted
122216x20200205x3T,TOF_3D_multi-slab_MIP_TRA,deleted
122216x20200205x3T,FLAIR_3D_1x1x1_ND,deleted
122216x20200205x3T,PhoenixZIPReport,deleted
122216x20200205x3T,T1_3D_0.8x0.8x0.8_ND,deleted
122216x20200205x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
122216x20200205x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
122216x20200205x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
122216x20200205x3T,AAHead_Scout_MPR_cor,deleted
122216x20200205x3T,TOF_3D_multi-slab_MIP_SAG,deleted
122216x20200205x3T,TOF_3D_multi-slab_MIP_COR,deleted
122216x20200205x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
122005x20171213x3T,T1_3D_0.8x0.8x0.8_ND,deleted
122005x20171213x3T,Pha_Images_ND,deleted
121105x20170427x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
121105x20170427x3T,fl_tof_head,deleted
121105x20170427x3T,localizer,deleted
121105x20170427x3T,rfMRI_REST_AP,deleted
121105x20170427x3T,FLAIR_3D_1x1x1,deleted
121105x20170427x3T,fl_tof_head_MIP_SAG,deleted
121105x20170427x3T,PhoenixZIPReport,deleted
121105x20170427x3T,Mag_Images,deleted
121105x20170427x3T,Vessel_scout_MIP_SAG,deleted
121105x20170427x3T,fl_tof_neck,deleted
121105x20170427x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_M0,deleted
121105x20170427x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_M0,deleted
121105x20170427x3T,TOF_3D_multi-slab_MIP_SAG,deleted
121105x20170427x3T,rfMRI_REST_PA,deleted
121105x20170427x3T,TOF_3D_multi-slab_MIP_COR,deleted
121105x20170427x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_ASL,deleted
121105x20170427x3T,Localizer_aligned,deleted
121105x20170427x3T,MultiShell_117dir,deleted
122005x20171213x3T,Pha_Images,deleted
122005x20171213x3T,SWI_Images,deleted
122005x20171213x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_M0,deleted
122005x20171213x3T,B0map,deleted
122005x20171213x3T,Localizer_aligned,deleted
122005x20171213x3T,SWI_Images_ND,deleted
122005x20171213x3T,TOF_3D_multi-slab_MIP_SAG,deleted
122005x20171213x3T,TOF_3D_multi-slab_MIP_COR,deleted
122005x20171213x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
122005x20171213x3T,Localizer,deleted
122005x20171213x3T,TOF_3D_multi-slab_MIP_TRA,deleted
122005x20171213x3T,PhoenixZIPReport,deleted
122005x20171213x3T,B0map,deleted
122005x20171213x3T,Mag_Images,deleted
122005x20171213x3T,FLAIR_3D_1x1x1,deleted
122005x20171213x3T,AAHead_Scout_MPR_sag,deleted
122216x20200205x3T,SpinEchoFieldMap_PA,deleted
122216x20200205x3T,rfMRI_REST_AP,deleted
122216x20200205x3T,B0map,deleted
112286x01x20200721x3T,PhoenixZIPReport,deleted
112286x01x20200721x3T,FLAIR_3D_1x1x1_ND,deleted
112286x01x20200721x3T,T1_3D_0.8x0.8x0.8_ND,deleted
112286x01x20200721x3T,TOF_3D_multi-slab_MIP_SAG,deleted
112286x01x20200721x3T,TOF_3D_multi-slab_MIP_COR,deleted
112286x01x20200721x3T,TOF_3D_multi-slab_MIP_TRA,deleted
112286x01x20200721x3T,TOF_3D_multi-slab,deleted
112286x01x20200721x3T,Localizer_aligned,deleted
112286x01x20200721x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
112286x01x20200721x3T,AAHead_Scout_MPR_tra,deleted
112286x01x20200721x3T,AAHead_Scout_MPR_cor,deleted
112286x01x20200721x3T,AAHead_Scout_MPR_sag,deleted
112286x01x20200721x3T,AAHead_Scout,deleted
112286x01x20200721x3T,Localizer,deleted
125687x20200714x3T,MultiShell_117dir,deleted
112286x01x20200721x3T,FLAIR_3D_1x1x1,deleted
112286x01x20200721x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
122216x20200205x3T,B0map,deleted
112286x01x20200721x3T,B0map,deleted
124509x20200813x3T,AAHead_Scout_MPR_tra,deleted
124509x20200813x3T,AAHead_Scout_MPR_cor,deleted
124509x20200813x3T,AAHead_Scout_MPR_sag,deleted
124509x20200813x3T,AAHead_Scout,deleted
124509x20200813x3T,Localizer,deleted
112286x01x20200721x3T,MultiShell_117dir,deleted
112286x01x20200721x3T,B0map,deleted
112286x01x20200721x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
112286x01x20200721x3T,rfMRI_REST_PA,deleted
112286x01x20200721x3T,rfMRI_REST_AP,deleted
112286x01x20200721x3T,SpinEchoFieldMap_PA,deleted
112286x01x20200721x3T,SpinEchoFieldMap_AP,deleted
112286x01x20200721x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
112286x01x20200721x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
125687x20200714x3T,SWI_Images_ND,deleted
125687x20200714x3T,Pha_Images_ND,deleted
125687x20200714x3T,Mag_Images_ND,deleted
125687x20200714x3T,AAHead_Scout_MPR_tra,deleted
125687x20200714x3T,TOF_3D_multi-slab_MIP_COR,deleted
125687x20200714x3T,TOF_3D_multi-slab_MIP_TRA,deleted
125687x20200714x3T,TOF_3D_multi-slab,deleted
125687x20200714x3T,T1_3D_0.8x0.8x0.8_ND,deleted
125687x20200714x3T,Localizer_aligned,deleted
125687x20200714x3T,PhoenixZIPReport,deleted
125687x20200714x3T,AAHead_Scout_MPR_cor,deleted
125687x20200714x3T,SWI_Images,deleted
125687x20200714x3T,AAHead_Scout_MPR_sag,deleted
125687x20200714x3T,AAHead_Scout,deleted
125687x20200714x3T,Localizer,deleted
122216x20200205x3T,rfMRI_REST_PA,deleted
122216x20200205x3T,SpinEchoFieldMap_AP,deleted
122216x20200205x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
125687x20200714x3T,TOF_3D_multi-slab_MIP_SAG,deleted
125687x20200714x3T,FLAIR_3D_1x1x1_ND,deleted
125687x20200714x3T,FLAIR_3D_1x1x1,deleted
125687x20200714x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
125687x20200714x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
125687x20200714x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
125687x20200714x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
125687x20200714x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
125687x20200714x3T,SpinEchoFieldMap_AP,deleted
125687x20200714x3T,SpinEchoFieldMap_PA,deleted
125687x20200714x3T,rfMRI_REST_AP,deleted
125687x20200714x3T,rfMRI_REST_PA,deleted
125687x20200714x3T,B0map,deleted
125687x20200714x3T,B0map,deleted
125687x20200714x3T,mIP_Images(SW),deleted
125687x20200714x3T,Mag_Images,deleted
125687x20200714x3T,Pha_Images,deleted
121105x20170427x3T,SWI_Images,deleted
121105x20170427x3T,B0map,deleted
124509x20200813x3T,PhoenixZIPReport,deleted
100049x20160621x3T,Localizer_aligned,deleted
100957_20110426,t2_tse_obl_448_2mm,deleted
100957_20110426,t2_tse_tra8CHANNEL,deleted
100957_20110426,DTI_34dir,deleted
100957_20110426,DTI_34dir,deleted
100049x20160621x3T,SWI_Images,deleted
100049x20160621x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
100049x20160621x3T,TOF_3D_multi-slab,deleted
100957_20110426,DTI_34dir,deleted
100049x20160621x3T,Pha_Images,deleted
100049x20160621x3T,AAHead_Scout_MPR_tra,deleted
100049x20160621x3T,localizer,deleted
100049x20160621x3T,Localizer,deleted
100049x20160621x3T,FLAIR_3D_1x1x1,deleted
100049x20160621x3T,mIP_Images(SW),deleted
100957_20110426,localizer,deleted
100113x20160620x3T,B0map,deleted
100049x20160621x3T,AAHead_Scout,deleted
100113x20160620x3T,TOF_3D_multi-slab,deleted
100113x20160620x3T,AAHead_Scout_MPR_sag,deleted
100113x20160620x3T,B0map,deleted
100113x20160620x3T,AAHead_Scout_MPR_tra,deleted
100113x20160620x3T,Localizer,deleted
100113x20160620x3T,SWI_Images,deleted
100113x20160620x3T,rfMRI_REST_PA,deleted
100113x20160620x3T,Pha_Images,deleted
100113x20160620x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
100113x20160620x3T,Localizer_aligned,deleted
100113x20160620x3T,FLAIR_3D_1x1x1,deleted
100113x20160620x3T,AAHead_Scout_MPR_cor,deleted
100113x20160620x3T,TOF_3D_multi-slab_MIP_TRA,deleted
100113x20160620x3T,AAHead_Scout,deleted
100113x20160620x3T,TOF_3D_multi-slab_MIP_COR,deleted
100049x20160621x3T,AAHead_Scout_MPR_sag,deleted
100049x20160621x3T,TOF_3D_multi-slab_MIP_SAG,deleted
121105x20170427x3T,B0map,deleted
123894x20190327x3T,AAHead_Scout_MPR_tra,deleted
123894x20190327x3T,TOF_3D_multi-slab_MIP_COR,deleted
123894x20190327x3T,PhoenixZIPReport,deleted
123894x20190327x3T,rfMRI_REST_PA,deleted
123894x20190327x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
123894x20190327x3T,MultiShell_117dir,deleted
123894x20190327x3T,FLAIR_3D_1x1x1_ND,deleted
123894x20190327x3T,Localizer,deleted
123894x20190327x3T,TOF_3D_multi-slab_MIP_TRA,deleted
123894x20190327x3T,T1_3D_0.8x0.8x0.8_ND,deleted
123894x20190327x3T,Localizer_aligned,deleted
123894x20190327x3T,B0map,deleted
123894x20190327x3T,rfMRI_REST_AP,deleted
123894x20190327x3T,TOF_3D_multi-slab,deleted
123894x20190327x3T,SpinEchoFieldMap_PA,deleted
123894x20190327x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
123894x20190327x3T,TOF_3D_multi-slab_MIP_SAG,deleted
100049x20160621x3T,TOF_3D_multi-slab_MIP_TRA,deleted
100049x20160621x3T,Mag_Images,deleted
100049x20160621x3T,rfMRI_REST_AP,deleted
100049x20160621x3T,AAHead_Scout_MPR_cor,deleted
100049x20160621x3T,rfMRI_REST_PA,deleted
100049x20160621x3T,TOF_3D_multi-slab_MIP_COR,deleted
100049x20160621x3T,MultiShell_117dir,deleted
100049x20160621x3T,PhoenixZIPReport,deleted
123894x20190327x3T,B0map,deleted
123894x20190327x3T,FLAIR_3D_1x1x1,deleted
123894x20190327x3T,AAHead_Scout,deleted
123894x20190327x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
123894x20190327x3T,SpinEchoFieldMap_AP,deleted
123894x20190327x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
123894x20190327x3T,AAHead_Scout_MPR_cor,deleted
123894x20190327x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
100113x20160620x3T,TOF_3D_multi-slab_MIP_SAG,deleted
100113x20160620x3T,Mag_Images,deleted
100113x20160620x3T,MultiShell_117dir,deleted
119851x20170606x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
119851x20170606x3T,TOF_3D_multi-slab_MIP_COR,deleted
119851x20170606x3T,B0map,deleted
119851x20170606x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_M0,deleted
119851x20170606x3T,rfMRI_REST_AP,deleted
119851x20170606x3T,mIP_Images(SW),deleted
119851x20170606x3T,PhoenixZIPReport,deleted
119851x20170606x3T,TOF_3D_multi-slab_MIP_SAG,deleted
119851x20170606x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_ASL,deleted
119851x20170606x3T,Mag_Images,deleted
119851x20170606x3T,AAHead_Scout,deleted
119851x20170606x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_ASL,deleted
119851x20170606x3T,Pha_Images,deleted
119851x20170606x3T,TOF_3D_multi-slab_MIP_TRA,deleted
119851x20170606x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_MeanPerf,deleted
119851x20170606x3T,FLAIR_3D_1x1x1,deleted
121105x20170427x3T,AAHead_Scout_MPR_sag,deleted
100113x20160620x3T,rfMRI_REST_AP,deleted
121105x20170427x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_MeanPerf,deleted
121105x20170427x3T,TOF_3D_multi-slab_MIP_TRA,deleted
121105x20170427x3T,fl_tof_head_MIP_TRA,deleted
121105x20170427x3T,AAHead_Scout_MPR_cor,deleted
121105x20170427x3T,mIP_Images(SW),deleted
121105x20170427x3T,fl_tof_neck_MIP_SAG,deleted
121105x20170427x3T,AAHead_Scout,deleted
121105x20170427x3T,TOF_3D_multi-slab,deleted
121105x20170427x3T,fl_tof_neck_MIP_TRA,deleted
121105x20170427x3T,fl_tof_head_MIP_COR,deleted
121105x20170427x3T,Vessel_scout,deleted
121105x20170427x3T,Localizer,deleted
121105x20170427x3T,Pha_Images,deleted
121105x20170427x3T,fl_tof_neck_MIP_COR,deleted
121105x20170427x3T,AAHead_Scout_MPR_tra,deleted
119851x20170606x3T,MultiShell_117dir,deleted
119851x20170606x3T,SWI_Images,deleted
119851x20170606x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
120937x20160711x3T,TOF_3D_multi-slab_MIP_TRA,deleted
120937x20160711x3T,AAHead_Scout_MPR_sag,deleted
120937x20160711x3T,Pha_Images,deleted
120937x20160711x3T,Mag_Images,deleted
120937x20160711x3T,TOF_3D_multi-slab_MIP_SAG,deleted
120937x20160711x3T,SWI_Images,deleted
120937x20160711x3T,FLAIR_3D_1x1x1,deleted
120937x20160711x3T,TOF_3D_multi-slab,deleted
119851x20170606x3T,B0map,deleted
120937x20160711x3T,AAHead_Scout_MPR_tra,deleted
120937x20160711x3T,rfMRI_REST_AP,deleted
120937x20160711x3T,B0map,deleted
120937x20160711x3T,rfMRI_REST_PA,deleted
120937x20160711x3T,Localizer,deleted
100113x20160620x3T,mIP_Images(SW),deleted
120937x20160711x3T,B0map,deleted
120937x20160711x3T,AAHead_Scout,deleted
120937x20160711x3T,Localizer_aligned,deleted
120937x20160711x3T,TOF_3D_multi-slab_MIP_COR,deleted
120937x20160711x3T,mIP_Images(SW),deleted
120937x20160711x3T,MultiShell_117dir,deleted
120937x20160711x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
120937x20160711x3T,AAHead_Scout_MPR_cor,deleted
119851x20170606x3T,AAHead_Scout_MPR_cor,deleted
119851x20170606x3T,AAHead_Scout_MPR_sag,deleted
119851x20170606x3T,Localizer,deleted
119851x20170606x3T,Localizer_aligned,deleted
119851x20170606x3T,Localizer_aligned,deleted
119851x20170606x3T,AAHead_Scout_MPR_tra,deleted
119851x20170606x3T,rfMRI_REST_PA,deleted
119851x20170606x3T,TOF_3D_multi-slab,deleted
119851x20170606x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V18_M0,deleted
124509x20200813x3T,Localizer_aligned,deleted
124509x20200813x3T,TOF_3D_multi-slab,deleted
113066x02x20210427x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
125780x20210216x3T,Localizer,deleted
125780x20210216x3T,PhoenixZIPReport,deleted
125780x20210216x3T,Localizer_aligned,deleted
125780x20210216x3T,AAHead_Scout_MPR_tra,deleted
125780x20210216x3T,AAHead_Scout_MPR_cor,deleted
125780x20210216x3T,AAHead_Scout_MPR_sag,deleted
125780x20210216x3T,AAHead_Scout,deleted
124822x20210126x3T,MultiShell_117dir,deleted
125780x20210216x3T,FLAIR_3D_1x1x1_ND,deleted
124822x20210126x3T,B0map,deleted
124822x20210126x3T,B0map,deleted
124822x20210126x3T,rfMRI_REST_PA,deleted
124822x20210126x3T,rfMRI_REST_AP,deleted
124822x20210126x3T,SpinEchoFieldMap_PA,deleted
124822x20210126x3T,SpinEchoFieldMap_AP,deleted
125780x20210216x3T,T1_3D_0.8x0.8x0.8_ND,deleted
125780x20210216x3T,FLAIR_3D_1x1x1,deleted
124822x20210126x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
125780x20210216x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
125780x20210216x3T,B0map,deleted
125780x20210216x3T,B0map,deleted
125780x20210216x3T,rfMRI_REST_PA,deleted
125780x20210216x3T,rfMRI_REST_AP,deleted
125780x20210216x3T,SpinEchoFieldMap_PA,deleted
125780x20210216x3T,SpinEchoFieldMap_AP,deleted
125780x20210216x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
125780x20210216x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
125780x20210216x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
125780x20210216x3T,TOF_3D_multi-slab_MIP_SAG,deleted
125780x20210216x3T,TOF_3D_multi-slab_MIP_COR,deleted
125780x20210216x3T,TOF_3D_multi-slab_MIP_TRA,deleted
125780x20210216x3T,TOF_3D_multi-slab,deleted
125780x20210216x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
124822x20210126x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
124822x20210126x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
126022x20210112x3T,TOF_3D_multi-slab_MIP_TRA,deleted
126022x20210112x3T,B0map,deleted
126022x20210112x3T,Pha_Images_ND,deleted
126022x20210112x3T,Mag_Images_ND,deleted
126022x20210112x3T,Pha_Images,deleted
126022x20210112x3T,Mag_Images,deleted
126022x20210112x3T,MultiShell_117dir,deleted
126022x20210112x3T,B0map,deleted
126022x20210112x3T,rfMRI_REST_PA,deleted
126022x20210112x3T,SWI_Images,deleted
126022x20210112x3T,rfMRI_REST_AP,deleted
126022x20210112x3T,SpinEchoFieldMap_PA,deleted
126022x20210112x3T,SpinEchoFieldMap_AP,deleted
126022x20210112x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
126022x20210112x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
126022x20210112x3T,TOF_3D_multi-slab_MIP_SAG,deleted
126022x20210112x3T,mIP_Images(SW),deleted
126022x20210112x3T,SWI_Images_ND,deleted
124822x20210126x3T,TOF_3D_multi-slab_MIP_SAG,deleted
124822x20210126x3T,FLAIR_3D_1x1x1_ND,deleted
124822x20210126x3T,TOF_3D_multi-slab_MIP_COR,deleted
124822x20210126x3T,TOF_3D_multi-slab_MIP_TRA,deleted
124822x20210126x3T,TOF_3D_multi-slab,deleted
124822x20210126x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
124822x20210126x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
124822x20210126x3T,FLAIR_3D_1x1x1,deleted
124822x20210126x3T,T1_3D_0.8x0.8x0.8_ND,deleted
124822x20210126x3T,Localizer,deleted
124822x20210126x3T,Localizer_aligned,deleted
124822x20210126x3T,PhoenixZIPReport,deleted
124822x20210126x3T,AAHead_Scout_MPR_tra,deleted
124822x20210126x3T,AAHead_Scout_MPR_cor,deleted
124822x20210126x3T,AAHead_Scout_MPR_sag,deleted
124822x20210126x3T,AAHead_Scout,deleted
125780x20210216x3T,MultiShell_117dir,deleted
124568x20210318x3T,Localizer,deleted
124568x20210318x3T,AAHead_Scout,deleted
125572x20210323x3T,SpinEchoFieldMap_AP,deleted
125572x20210323x3T,MultiShell_117dir,deleted
125572x20210323x3T,B0map,deleted
125572x20210323x3T,B0map,deleted
125572x20210323x3T,rfMRI_REST_PA,deleted
125572x20210323x3T,rfMRI_REST_AP,deleted
125572x20210323x3T,SpinEchoFieldMap_PA,deleted
125572x20210323x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
113066x02x20210427x3T,AAHead_Scout,deleted
125572x20210323x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
125572x20210323x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
125572x20210323x3T,TOF_3D_multi-slab_MIP_SAG,deleted
125572x20210323x3T,TOF_3D_multi-slab_MIP_COR,deleted
125572x20210323x3T,TOF_3D_multi-slab_MIP_TRA,deleted
125572x20210323x3T,TOF_3D_multi-slab,deleted
113066x02x20210427x3T,Localizer,deleted
113066x02x20210427x3T,AAHead_Scout_MPR_sag,deleted
124568x20210318x3T,AAHead_Scout_MPR_sag,deleted
113066x02x20210427x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
113066x02x20210427x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
113066x02x20210427x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
113066x02x20210427x3T,TOF_3D_multi-slab_MIP_SAG,deleted
113066x02x20210427x3T,TOF_3D_multi-slab_MIP_COR,deleted
113066x02x20210427x3T,TOF_3D_multi-slab_MIP_TRA,deleted
113066x02x20210427x3T,TOF_3D_multi-slab,deleted
113066x02x20210427x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
113066x02x20210427x3T,AAHead_Scout_MPR_cor,deleted
123894x20190327x3T,AAHead_Scout_MPR_sag,deleted
113066x02x20210427x3T,FLAIR_3D_1x1x1_ND,deleted
113066x02x20210427x3T,T1_3D_0.8x0.8x0.8_ND,deleted
113066x02x20210427x3T,PhoenixZIPReport,deleted
113066x02x20210427x3T,Localizer_aligned,deleted
113066x02x20210427x3T,AAHead_Scout_MPR_tra,deleted
125572x20210323x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
125572x20210323x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
125572x20210323x3T,FLAIR_3D_1x1x1,deleted
124568x20210318x3T,T2_2D_0.4x0.4x1.2mm_180flip_ND,deleted
124568x20210318x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_M0,deleted
124568x20210318x3T,TOF_3D_multi-slab_MIP_SAG,deleted
124568x20210318x3T,TOF_3D_multi-slab_MIP_COR,deleted
124568x20210318x3T,TOF_3D_multi-slab_MIP_TRA,deleted
124568x20210318x3T,TOF_3D_multi-slab,deleted
124568x20210318x3T,T2_2D_0.4x0.4x1.2mm_180flip,deleted
124568x20210318x3T,FLAIR_3D_1x1x1,deleted
125572x20210323x3T,FLAIR_3D_1x1x1_ND,deleted
124568x20210318x3T,FLAIR_3D_1x1x1_ND,deleted
124568x20210318x3T,T1_3D_0.8x0.8x0.8_ND,deleted
124568x20210318x3T,Localizer_aligned,deleted
124568x20210318x3T,PhoenixZIPReport,deleted
124568x20210318x3T,AAHead_Scout_MPR_tra,deleted
124568x20210318x3T,AAHead_Scout_MPR_cor,deleted
124568x20210318x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_MeanPerf,deleted
124568x20210318x3T,ASL_3DSpiral_4shot_2.5mm_1Daccel_V20_ASL,deleted
124568x20210318x3T,SpinEchoFieldMap_AP,deleted
124568x20210318x3T,SpinEchoFieldMap_PA,deleted
124568x20210318x3T,rfMRI_REST_AP,deleted
124568x20210318x3T,rfMRI_REST_PA,deleted
124568x20210318x3T,B0map,deleted
124568x20210318x3T,B0map,deleted
124568x20210318x3T,MultiShell_117dir,deleted
125572x20210323x3T,Localizer,deleted
125572x20210323x3T,AAHead_Scout,deleted
125572x20210323x3T,AAHead_Scout_MPR_sag,deleted
125572x20210323x3T,AAHead_Scout_MPR_cor,deleted
125572x20210323x3T,AAHead_Scout_MPR_tra,deleted
125572x20210323x3T,PhoenixZIPReport,deleted
125572x20210323x3T,Localizer_aligned,deleted
125572x20210323x3T,T1_3D_0.8x0.8x0.8_ND,deleted
126022x20210112x3T,TOF_3D_multi-slab_MIP_COR,deleted
126022x20210112x3T,TOF_3D_multi-slab,deleted
124509x20200813x3T,TOF_3D_multi-slab_MIP_TRA,deleted
125564x20201105x3T,Localizer,deleted
